iter	RMSE
447	3393.289498
448	3391.843603
449	3390.435964
450	3387.625153
451	3386.969912
452	3386.284745
453	3384.845148
454	3383.476266
455	3380.142664
456	3378.194535
457	3376.295073
458	3375.246708
459	3372.574787
460	3371.488984
461	3366.93666
462	3364.93046
463	3363.463797
464	3363.29907
465	3362.532125
466	3361.120857
467	3359.756224
468	3359.253312
469	3357.932404
470	3356.505331
471	3353.904295
472	3351.116387
473	3348.40894
474	3347.263114
475	3343.674853
476	3339.573083
477	3338.459123
478	3336.841348
479	3334.289535
480	3331.867175
481	3331.382006
482	3330.09776
483	3327.810262
484	3325.368524
485	3321.035747
486	3320.617687
487	3319.761878
488	3318.863396
489	3314.91961
490	3311.473709
491	3310.224045
492	3306.565766
493	3306.101091
494	3305.024237
495	3301.726457
496	3298.589376
497	3296.222619
498	3294.935505
499	3293.731674
500	3289.900174
501	3285.950067
502	3284.029267
503	3283.318597
504	3282.944225
505	3281.933674
506	3281.464116
507	3278.564248
508	3277.120348
509	3275.274133
510	3274.072858
511	3271.006478
512	3269.962926
513	3269.560243
514	3268.470561
515	3265.27788
516	3262.366667
517	3261.227106
518	3259.80293
519	3259.382913
520	3258.56669
521	3254.268197
522	3252.454133
523	3250.191114
524	3249.53006
525	3248.696913
526	3247.249338
527	3246.374849
528	3245.973589
529	3243.288336
530	3242.530402
531	3240.13478
532	3237.459137
533	3236.428523
534	3235.728386
535	3234.686841
536	3231.780304
537	3229.689237
538	3228.614801
539	3228.229742
540	3227.719284
541	3226.852173
542	3224.072217
543	3223.781054
544	3223.253409
545	3222.882469
546	3222.270794
547	3221.40346
548	3219.234906
549	3217.870777
550	3215.812855
551	3214.372601
552	3212.525677
553	3210.277707
554	3208.542708
555	3205.097216
556	3204.949394
557	3202.204324
558	3201.871264
559	3199.977596
560	3199.073994
561	3197.405481
562	3197.113239
563	3196.831231
564	3193.898565
565	3192.925936
566	3192.04833
567	3187.848588
568	3183.547143
569	3182.539266
570	3182.137021
571	3179.460456
572	3178.213546
573	3174.355377
574	3173.753527
575	3173.28562
576	3171.652637
577	3169.560072
578	3167.82745
579	3164.315869
580	3162.304984
581	3161.398874
582	3161.024758
583	3157.134276
584	3155.078834
585	3151.971972
586	3150.318561
587	3149.9781
588	3149.147547
589	3145.965389
590	3144.211926
591	3141.695816
592	3141.363532
593	3140.685064
594	3138.171244
595	3135.20673
596	3133.817708
597	3132.73097
598	3131.03753
599	3129.617328
600	3127.709281
601	3127.313748
602	3125.755845
603	3125.416878
604	3124.34791
605	3124.22847
606	3121.545284
607	3118.816344
608	3117.48717
609	3117.179024
610	3116.253217
611	3113.408582
612	3110.604954
613	3110.401461
614	3110.061918
615	3106.474511
616	3103.820952
617	3102.329102
618	3099.767786
619	3097.452575
620	3096.633651
621	3094.918706
622	3090.968556
623	3089.074065
624	3086.241282
625	3085.236104
626	3082.656158
627	3082.41653
628	3080.990985
629	3080.075261
630	3079.177323
631	3075.679666
632	3073.401509
633	3071.524227
634	3068.338482
635	3066.651334
636	3063.297989
637	3061.960465
638	3061.049917
639	3060.119564
640	3059.213336
641	3058.259098
642	3057.366978
643	3055.256557
644	3053.206174
645	3052.487454
646	3051.813482
647	3049.197571
648	3047.412588
649	3044.963891
650	3043.141551
651	3040.749239
652	3039.940145
653	3038.412075
654	3036.343773
655	3036.131088
656	3035.685937
657	3033.983561
658	3031.576781
659	3030.109356
660	3029.20442
661	3028.182946
662	3028.017118
663	3026.358012
664	3024.842531
665	3024.627313
666	3022.246387
667	3021.351143
668	3019.852364
669	3018.148734
670	3016.358843
671	3015.775374
672	3015.355144
673	3013.229327
674	3011.288027
675	3010.564438
676	3010.117681
677	3007.048142
678	3005.473691
679	3004.831181
680	3004.276655
681	3003.52628
682	3001.421566
683	3000.176418
684	2997.785377
685	2996.534447
686	2994.939326
687	2994.24973
688	2994.049483
689	2993.125003
690	2992.607766
691	2991.884705
692	2989.449355
693	2988.737657
694	2984.820309
695	2983.380163
696	2982.987241
697	2981.080696
698	2977.753185
699	2977.577021
700	2977.40973
701	2977.135979
702	2975.940203
703	2973.732752
704	2972.875163
705	2972.225748
706	2970.506718
707	2969.724484
708	2968.999515
709	2968.761814
710	2966.694358
711	2963.902435
712	2962.249898
713	2960.645775
714	2959.175291
715	2957.425093
716	2955.872502
717	2955.675986
718	2955.226269
719	2953.978286
720	2950.954891
721	2947.558236
722	2943.891979
723	2943.426141
724	2940.144628
725	2939.912951
726	2936.785664
727	2933.348016
728	2932.881445
729	2932.234492
730	2932.130612
731	2931.432818
732	2930.134325
733	2928.626962
734	2927.475673
735	2925.973858
736	2925.804099
737	2924.730671
738	2924.551738
739	2922.609637
740	2920.377388
741	2918.901402
742	2917.792552
743	2916.962409
744	2916.742285
745	2916.411616
746	2914.062502
747	2911.544508
748	2911.377272
749	2908.470497
750	2907.868091
751	2906.710181
752	2906.438797
753	2904.087162
754	2900.568307
755	2898.30027
756	2898.141339
757	2897.437117
758	2896.894112
759	2896.652134
760	2895.369126
761	2894.619265
762	2891.881111
763	2891.542426
764	2890.180075
765	2887.984529
766	2886.513311
767	2885.260462
768	2884.62413
769	2884.010109
770	2881.818778
771	2880.829556
772	2878.373016
773	2877.175159
774	2875.023399
775	2872.90764
776	2870.00755
777	2869.179125
778	2868.873367
779	2867.759347
780	2866.643573
781	2865.158079
782	2864.260708
783	2863.189212
784	2861.33018
785	2861.067601
786	2859.020333
787	2857.796202
788	2856.336962
789	2854.996197
790	2854.434442
791	2853.354804
792	2850.771471
793	2847.035788
794	2846.724695
795	2846.611216
796	2844.634871
797	2843.44773
798	2841.347889
799	2839.533393
800	2838.121069
801	2837.437148
802	2835.538322
803	2834.444451
804	2833.55904
805	2831.725133
806	2831.111815
807	2829.953724
808	2828.871653
809	2827.847898
810	2827.698298
811	2824.784733
812	2823.157781
813	2820.362345
814	2818.62574
815	2817.24107
816	2815.51719
817	2813.849282
818	2813.55607
819	2811.882312
820	2808.633981
821	2807.650496
822	2806.377267
823	2804.716218
824	2803.391757
825	2802.632914
826	2802.139504
827	2800.185535
828	2797.213102
829	2794.395474
830	2792.830669
831	2792.48005
832	2790.816239
833	2790.528877
834	2790.442119
835	2788.229613
836	2786.447486
837	2784.026789
838	2782.838732
839	2780.609435
840	2779.237835
841	2776.618557
842	2775.393291
843	2773.896687
844	2772.447879
845	2771.401465
846	2769.635081
847	2768.856157
848	2767.567431
849	2766.44415
850	2765.961425
851	2763.785274
852	2761.476022
853	2760.897224
854	2760.357618
855	2757.89227
856	2757.52317
857	2754.846317
858	2754.365187
859	2752.999777
860	2752.950636
861	2750.194374
862	2749.681558
863	2749.545447
864	2748.120722
865	2745.069848
866	2743.492691
867	2743.118633
868	2742.012987
869	2740.866793
870	2739.541034
871	2739.422282
872	2737.267299
873	2734.960719
874	2734.514562
875	2733.182828
876	2731.356982
877	2730.507362
878	2729.465067
879	2727.320239
880	2725.859521
881	2725.034372
882	2723.744517
883	2722.792651
884	2721.518862
885	2720.761518
886	2720.470213
887	2719.586354
888	2718.229345
889	2716.915254
890	2716.464974
891	2715.612927
892	2714.705613
893	2714.251056
894	2713.054736
895	2711.796295
896	2710.577274
897	2710.351693
898	2709.803247
899	2707.935807
900	2707.552511
901	2704.877423
902	2704.073501
903	2703.240324
904	2702.765954
905	2701.378564
906	2699.845598
907	2699.034522
908	2698.176252
909	2696.949141
910	2695.003528
911	2693.164633
912	2691.407496
913	2690.304334
914	2689.889567
915	2688.132012
916	2687.051759
917	2685.352951
918	2684.041481
919	2683.62627
920	2683.301788
921	2680.634479
922	2679.519261
923	2677.64735
924	2676.807106
925	2675.498779
926	2674.448252
927	2673.185724
928	2672.034405
929	2671.598534
930	2671.397783
931	2669.417466
932	2668.267062
933	2667.429129
934	2665.373792
935	2663.490044
936	2661.400495
937	2660.691027
938	2658.150857
939	2657.373081
940	2654.625529
941	2654.40934
942	2653.491485
943	2651.380349
944	2650.60017
945	2648.621038
946	2647.542093
947	2645.541071
948	2643.634402
949	2643.295605
950	2642.579858
951	2639.943991
952	2638.845137
953	2638.70116
954	2637.932418
955	2636.857412
956	2636.575927
957	2635.835373
958	2634.85431
959	2632.619318
960	2631.667108
961	2631.001092
962	2628.867776
963	2626.997363
964	2626.117637
965	2624.374802
966	2622.67808
967	2621.674111
968	2620.722728
969	2620.275572
970	2619.778901
971	2616.933159
972	2614.336494
973	2612.582551
974	2611.686358
975	2610.479596
976	2609.532026
977	2608.672756
978	2606.742458
979	2605.695538
980	2603.55549
981	2602.95586
982	2602.402494
983	2601.831575
984	2600.775606
985	2599.901918
986	2599.180814
987	2597.930047
988	2595.77975
989	2595.419186
990	2593.561665
991	2591.613885
992	2591.389432
993	2589.00155
994	2587.867989
995	2586.866662
996	2586.215395
997	2584.315925
998	2581.799248
999	2580.773594
